Source,Position,Faculty,Link,Description,PostingDate,DueDate
ASA,Assistant Professor,American University,https://jobs.amstat.org/jobs/11534276/assistant-professor,"Position Announcement Department of Mathematics and Statistics College of Arts and Sciences   The Department of Mathematics and Statistics in the College of Arts and Sciences at American University invites applications for a full-time, tenure-track position at the rank of Assistant Professor beginning August 1, 2019.  Applicants should have a PhD or an anticipated PhD completion by August 2019 in the field of Mathematics, Statistics, or a closely related field..   Candidates should be effective teachers and must be strongly committed to excellence in scholarly research.  We welcome applications from candidates engaged in high-quality scholarship in Data Science with a strong mathematical/statistical grounding.  Areas of interest include probability, data science, machine learning, Bayesian modeling, spatial statistics, harmonic analysis, times series analysis, information theory, computational topology, number theory and computational science.  In addition to scholarship and teaching, responsibilities will include participation in department, school and university activities.   Salary and benefits are competitive.  Applications are due December 1, 2018; after that date review will be considered as warranted until the position is filled. Please submit applications via: www.mathjobs.org.  Include a letter of application, curriculum vitae, three letters of recommendation, recent teaching evaluations (when possible), and copies of recent published papers or working papers.  Please contact John Nolan, 202-885-3140 or jpnolan@american.edu if you have any questions.    American University is a private institution within easy reach of the many centers of government, business, research, and the arts located within the nation’s capital.  For more information about American University, visit www.american.edu.   The department offers both undergraduate and masters degree programs.  Learn more about the College of Arts and Sciences at http://www.american.edu/cas/ and about the department at www.american.edu/cas/mathstat/.   American University is an equal opportunity, affirmative action institution that operates in compliance with applicable laws and regulations.  The university does not  discriminate on the basis of race, color, national origin, religion, sex (including pregnancy), age, sexual orientation, disability, marital status, personal appearance, gender identity and expression, family responsibilities, political affiliation, source of income, veteran status, an individual’s genetic information or any other bases under federal or local laws (collectively “Protected Bases”) in its programs and activities.  American University is a tobacco and smoke free campus.  
								
								 
						
							
								Internal Number: Data Science American University is a student-centered research institution located in Washington, DC, with highly-ranked schools and colleges, internationally-renowned faculty, and a reputation for creating meaningful change in the world. Our students distinguish themselves for their service, leadership, and ability to rethink global and domestic challenges and opportunities.

At AU passion becomes action; students actively engage in the world around them; and the leaders of today train the leaders of tomorrow.",2018-10-01,2019-08-01
ASA,Assistant Professors-Tenure Track,University of Florida,https://jobs.amstat.org/jobs/11526835/assistant-professors-tenure-track,"The Department of Statistics at the University of Florida invites applications for three full-time, nine-month, tenure-track Assistant Professors to begin in August 2019. We are particularly interested in candidates with research interests in the analysis of statistical/machine learning, data science, and network analysis. For the network analysis position, which is affiliated with the University of Florida Informatics Institute (UFII), a successful candidate is expected to contribute to the mission of the institute.  Duties include teaching, research, and service. The Department is committed to creating an environment that affirms diversity across a variety of dimensions, including ethnicity/race, gender identity and expression. We particularly welcome applicants who can contribute to such an environment through their scholarship, teaching, mentoring, and professional service. The university and greater Gainesville community enjoy a diversity of cultural event, restaurants, year-round outdoor recreational activity, and social opportunities. For full consideration, applications must be submitted online at https://apply.interfolio.com/55130 (for statistical machine learning),  https://apply.interfolio.com/55122 (for data science), or https://apply.interfolio.com/55142 (for network analysis/UFII) and must include: (1) a cover letter, (2) a curriculum vitae, (3) a research statement summarizing the applicant’s qualifications, past research, and future research plans, (4) a statement of teaching experience and interest, and (5) the names and emails of three references must be provided on the application. An email will be sent automatically to your references, requesting them to upload their letters. Reference providers will not be notified of their upload link until an application is submitted in full, so early completion of an application is highly recommended. Applications will be reviewed beginning November 15, 2018 as received and the position will remain open until filled. To ensure full consideration, application materials should be received by December 1, 2018.  All candidates for employment are subject to a pre-employment screening which includes a review of criminal records, reference checks, and verification of education. Send email inquiries to facultysearch@stat.ufl.edu. The University of Florida is an equal opportunity institution dedicated to building a broadly diverse and inclusive faculty and staff. Searches are conducted in accordance with Florida's Sunshine Law. If an accommodation due to disability is needed to apply for this position, please call (352) 392-2477 or the Florida Relay System at (800) 955-8771 (TDD).    
								
								 
						
		
			NOTES:
			
				3 openings. University of Florida-Department of Statistics",2018-09-28,2019-08-20
ASA,Lecturer,University of Florida,https://jobs.amstat.org/jobs/11526838/lecturer,"The Department of Statistics at the University of Florida seeks qualified applicants for a 9-month academic year lecturer renewable position to begin in August 16, 2019. Primary duties include the teaching of undergraduate statistics courses. Interest in online teaching is a plus. The role of lecturers is highly valued by the department and the university. To encourage and facilitate their professional development, lecturers at the University of Florida are eligible for promotion through the ranks of Lecturer, Senior Lecturer, and Master Lecturer.  Opportunities for summer teaching are likely. The Department is committed to creating an environment that affirms diversity across a variety of dimensions, including ethnicity/race, gender identity and expression. We particularly welcome applicants who can contribute to such an environment through their scholarship, teaching, mentoring, and professional service. The university and greater Gainesville community enjoy a diversity of cultural event, restaurants, year-round outdoor recreational activity, and social opportunities. For full consideration, applications must be submitted online at https://apply.interfolio.com/55146 and must include: (1) a letter summarizing the applicant's qualifications and interests in the Department, (2) a complete curriculum vitae including statistics teaching background and experience, (3) a link to a short (5-10 minute) instructional video prepared by the applicant on a topic of his or her choice, and (4) three confidential letters of recommendation. Applications will be reviewed beginning November 15, 2018 as received and the position will remain open until filled. To ensure full consideration, application materials should be received by December 1, 2018. All candidates for employment are subject to a pre-employment screening which includes a review of criminal records, reference checks, and verification of education. Send email inquiries to lecturersearch@stat.ufl.edu. The University of Florida is an equal opportunity institution dedicated to building a broadly diverse and inclusive faculty and staff. Searches are conducted in accordance with Florida's Sunshine Law. If an accommodation due to disability is needed to apply for this position, please call (352) 392-2477 or the Florida Relay System at (800) 955-8771 (TDD). University of Florida-Department of Statistics",2018-09-28,2019-08-16
ASA,"Founding Director, Master of Science in Informatics and Analytics",UNC Greensboro,https://jobs.amstat.org/jobs/11527477/founding-director-master-of-science-in-informatics-and-analytics,"The University of North Carolina at Greensboro seeks a dynamic Founding Director on a 12-month tenure-track or tenured appointment for its newly established Master of Science in Informatics & Analytics program. The preferred starting date is August 1, 2019. The Director will provide leadership in founding this new academic program, collaborating closely with the program committee. The MSI&A is a transdisciplinary applied program intersecting multiple academic domains related to analytics and data science. The hallmark of this program will be the capstone experience, which bridges knowledge-to-practice. The capstone provides students with a mentored experience to solve important data science problems with local industries and not-for-profit organizations. As a trans-disciplinary program, the MSI&A Program and the Program Director will be housed in the Graduate School and report to the Vice Provost and Dean of the Graduate School. Faculty contributing to the MSI&A program will be housed in a variety of departments/units and may contribute not only to the six- course core (Introduction to Data Analytics – Methods and Approaches, Statistical Methods for Data Analytics, Preparing Data for Analytics, Machine Learning and Predictive Analytics, Data Visualization, and Solving Problems with Data Analytics), but also in the disciplinary concentrations. The Founding Director will have the opportunity to mount faculty searches for the new program. Concentrations currently in development include Advanced Data Analytics, Business Analytics, Computational Analytics and Geospatial Analytics. Under the leadership of the founding director, concentrations in Bioinformatics, Health Informatics, Sports Analytics, and Cultural Analytics (among other options) may be developed. The Program Director will have a tenure home in some academic unit depending on her/his core area of expertise but will have an opportunity to forge collaborations with faculty involved in Data Science projects supported by the University of North Carolina at Greensboro’s Institute for Data, Evaluation, and Analytics (IDEA). IDEA is a “virtual research network” developed to promote and support UNCG’s wide expertise in data analytics, evaluation and research. It provides a visible and easily accessible point of contact for the external community seeking consulting services and technical assistance. Comprised of university departments (faculty, department, other centers), IDEA spans a wide range of skills supported by a comprehensive array of analytical software and technology, as well as a robust computing environment with data security and comprehensive backup. Job Responsibilities: The successful candidate will be primarily expected to provide leadership and general administration of the MSI&A program, teach courses in the graduate core and/or the candidate’s disciplinary concentration, as well as maintain an active research program. Close interaction between students, faculty and community partners is a critical component of the MSI&A program. The position will include practicum partner recruitment as well as practicum mentoring and duties with community partners.  
								
								Minimum Requirements: The position is open only to candidates holding a Ph.D. degree, with work experience in the fields of analytics and data science, and who have at least a five-year post-Ph.D. experience. A strong record of teaching and research at the university level with an understanding of and commitment to teaching within a culturally diverse environment is essential. Candidates from academia must currently hold a rank of at least an Associate Professor. Candidates from Industry may be considered if they have at least five-years of academic experience. Application Process Application materials must be submitted electronically https://spartantalent.uncg.edu/postings/11869 Applications should include a cover letter, curriculum vita, description of current and past research, a statement of teaching philosophy, and a statement describing their Informatics & Analytics background. Applicants are also asked to provide the names, email addresses, and phone numbers of three (3) professional References (at least one of these references should address the candidate’s background in Informatics & Analytics). Review of applications will begin on November 1, 2018 and will continue until the position is filled.  For specific questions regarding this position, please contact the search chair Dr. Sat Gupta MSIA@uncg.edu UNCG is a Minority Serving doctorate-granting Institution that prides itself in both faculty and student diversity and we seek to attract a diverse applicant pool for this position. UNCG is an EOE//M/F/D/V employer and are strongly committed to increasing faculty diversity. 
						
							
								Internal Number: 998716 ",2018-09-28,2019-08-01
ASA,"Assistant Professor, Mathematical Sciences",Worcester Polytechnic Institute,https://jobs.amstat.org/jobs/11527166/assistant-professor-mathematical-sciences,"The WPI Department of Mathematical Sciences invites applications for a tenure-track position, at the assistant professor level, to begin in the Fall of 2019.  We seek strong candidates in any field of statistics whose research profiles involve innovative methodology and/or interdisciplinary applications. The successful applicant is expected to develop a robust, externally funded, high-profile research program, and contribute to the teaching mission of the department. Candidates with the ability to contribute to WPI's growing interdisciplinary programs, in particular to the Data Science Program and to the Bioinformatics and Computational Biology program, are especially attractive.  Applicants should have a Ph.D. in Statistics, or related area.  Salary, benefits and start-up funding are competitive and commensurate with research experience and accomplishments. Qualified applicants should submit a detailed curriculum vitae, a statement of specific teaching and research objectives, and at last four letters of recommendation, one or more of which addresses teaching experience or potential, via Mathjobs at https://www.mathjobs.org/jobs/jobs/12395. Review of applications will continue until the position is filled. Founded in 1865, WPI is one of the nation's first technological universities. A highly selective private university located within an hour of Boston, WPI is consistently ranked among the top 70 research institutions by US News & World Report. The university is home to an innovative and intensive project-based curriculum that empowers students with the knowledge and skills to address real world problems around the globe. The Mathematical Sciences Department currently has 29 tenured/tenure-track faculty members, 8 postdoctoral scholars, and features two active Ph.D. programs, one in Mathematical Sciences and one in Statistics.  The department offers bachelor's degrees in Mathematical Sciences and in Actuarial Mathematics, and master's degrees in Applied Statistics, Applied Mathematics, Financial Mathematics, and Industrial Mathematics (see http://www.wpi.edu/+math). The department has a strong reputation for its cutting-edge interdisciplinary research and for its successful programs addressing mathematical and statistical problems in industry. Located in the heart of New England, WPI is surrounded by cultural and recreational opportunities. The UMass Medical Center, a large number of technology companies and many colleges and universities are located in the immediate area making it ideal for two career families. We are an Equal Opportunity Employer and do not discriminate against applicants due to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status or disability. We are looking for individuals who value creativity, diversity, inclusion, and collaboration. Employment of the successful candidate will be contingent upon the successful completion of a pre-employment criminal background check.Copyright ©2017 Jobelephant.com Inc. All rights reserved.Posted by the FREE value-added recruitment advertising agency  jeid-1acb625c00381346a5541aa5a0f3b8ba  
								
								 
						
							
								Internal Number: 1286915 ",2018-09-28,NA
ASA,Assistant Professor- Tenure-Track,Colorado State University,https://jobs.amstat.org/jobs/11527214/assistant-professor-tenure-track,"The Department of Statistics at Colorado State University invites applications for a tenure track faculty position, starting Fall 2019. The position is at the Assistant Professor level.   The department currently comprises 18 faculty and over 100 graduate students in our MS, MAS, and PhD graduate programs, and has a network of faculty affiliates at nearby research agencies (National Center for Atmospheric Research, National Institute of Standards and Technology, and Centers for Disease Control and Prevention, among others). Our faculty members have a wide range of expertise and are involved in various interdisciplinary graduate training and research activities. Internal and external consulting activities of the department are supported through the Graybill Statistical Laboratory. Further information about the department and position is available on our webpage http://www.stat.colostate.edu/.   Fort Collins, the home of Colorado State University, is located one hour north of Denver, in a beautiful location along the Front Range of the Rocky Mountains. Fort Collins is an appealing city that offers a pleasant climate with abundant recreational and cultural opportunities nearby. You'll find award winning schools, a globally-focused university, thriving arts scene, eclectic shops and restaurants, hundreds of miles of walking and biking paths, and a plethora of outdoor activities.  
								
								A Ph.D. in statistics or a related field, a commitment to high-quality and innovative research and excellence in teaching are required. Outstanding candidates in all areas of statistics and probability are strongly encouraged to apply.  An application includes a cover letter, complete CV, graduate transcripts, three letters of reference, statement of research interests (at most two pages) and statement of teaching philosophy (at most two pages). Application materials can be uploaded at http://jobs.colostate.edu/postings/60466. Complete application instructions are available at that site.   Applications completed by November 16, 2018 will receive full consideration, but applications will be accepted after this date until the position is filled. Applications of semifinalist candidates, including letters of reference, will be made available for review by the entire faculty of the Department of Statistics.   Colorado State University is committed to providing an environment that is free from discrimination and harassment based on race, age, creed, color, religion, national origin or ancestry, sex, gender, disability, veteran status, genetic information, sexual orientation, gender identity or expression, or pregnancy, and will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. Colorado State University is an equal opportunity/equal access/affirmative action employer fully committed to achieving a diverse workforce and complies with all Federal and Colorado State laws, regulations, and executive orders regarding non-discrimination and affirmative action. The department currently comprises 18 faculty and over 100 graduate students in our MS, MAS, and PhD graduate programs, and has a network of faculty affiliates at nearby research agencies (National Center for Atmospheric Research, National Institute of Standards and Technology, and Centers for Disease Control and Prevention, among others). Our faculty members have a wide range of expertise and are involved in various interdisciplinary graduate training and research activities.
Internal and external consulting activities of the department are supported through the Graybill Statistical Laboratory. Further information about the department and position is available on our webpage http://www.stat.colostate.edu/.",2018-09-28,2018-11-16
ASA,"Supervisor, Biostatistics",Be The Match - NMDP,https://jobs.amstat.org/jobs/11527458/supervisor-biostatistics,"The Center for International Blood and Marrow Transplant Research (CIBMTR) provides a unique resource of data and statistical expertise to the scientific community for addressing important issues in hematopoietic cell transplantation and cellular therapies (HCT/CT). Under the direction of the Director of Statistical Operations, the CIBMTR Biostatistician Supervisor supervises the progress of research studies and projects, supervises and manages the activities of the CIBMTR Biostatistician I and II on the Minneapolis Campus. They are responsible for describing patient populations, coding clinical outcomes, and performing univariate and multivariate statistical analyses. Independently works with physicians and scientists in highly complex study design, preparation of scientific reports, government deliverables, manuscripts and materials for presentation at national and international meetings. Collaborates on the development of program materials, data collection forms and oversees training of Biostatistician I and II team members. Oversee statistical projects for studies, projects and grants as necessary.  
								
								Qualifications   Knowledge of: • Research study design methods, independent problem solving, decision making, statistical analyses  Ability to: • Interpersonal communication and networking • Teaching, mentoring and supervisory/management • Written, oral and presentation skills required  Education and/or Experience: • Master’s degree in Biostatistics or closely related biomedical field where biostatistical design and analyses comprised the primary course of study and application. • Six years’ experience preferred in performing statistical design/analysis in health or medical related research and independent research project management. • Three years full-time internal CIBMTR biostatistician experience with performance meeting or exceeding expectations may be substituted for the above six years’ experience. Preference given to candidates with working knowledge of GCP and FDA regulations, experience working in the pharmaceutical/medical device industry and working knowledge of SDTM/ADaM standards.   Primary Location US-MN-Minneapolis  Work Locations Minneapolis, MN - Coordinating Center  500 N 5th Street Minneapolis 55401   Job Research  Organization NMDP  Schedule Regular  Shift Standard  Employee Status Team Leader  Job Type Full-time  Job Level Day Job  Travel Yes, 5 % of the Time 
						
							
								Internal Number: 180000DA For the thousands of people diagnosed every year with life-threatening blood cancers like leukemia and lymphoma, a cure exists. Over the past 30 years Be The Match ® , operated by the National Marrow Donor Program ®  (NMDP), has managed the largest and most diverse marrow registry in the world. We work every day to save lives through transplant.",2018-09-28,NA
ASA,Full Professor,Harvard University Department of Statistics,https://jobs.amstat.org/jobs/11522764/full-professor,"The Department of Statistics seeks to appoint one position at the tenured (Full Professor) level for the 2019-2020 academic year. We seek strong candidates in any field of statistics and probability as well as in any interdisciplinary areas where innovative and principled use of statistics and/or probability is of vital importance. The appointee will teach and advise students at the undergraduate and graduate levels and will be expected to develop innovative courses at both levels. The appointee will also undertake administrative responsibilities in the department and be expected to participate in the intellectual life of the Division of Science, Harvard University, and the wider scholarly community. The Department is keenly interested in diversifying its faculty and encourages applications from diverse candidates, including from women and minorities. Please submit the following materials through the ARIeS portal (http://academicpositions.harvard.edu/postings/8408). Applications should include cover letter, curriculum vitae, evidence of teaching excellence (e.g., course evaluations, if available), statements of teaching and research interests, representative publications, and contact information for at least five references. Letters of nomination from third parties are also welcome. Contact: Search Committee c/o Karen Barkow (karen_barkow@harvard.edu), 1 Oxford St., Cambridge, MA 02138 Applications submitted by December 15, 2018 will ensure consideration during the current academic year.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law.  
								
								 
						
							
								Internal Number: 8408 The Faculty of the Department of Statistics at Harvard seeks to advance statistical methodology and theory by thinking hard about novel and complex applied problems. By solving challenging problems in many areas of science, social science, humanities and technology, and then generalizing them into broadly applicable statistical techniques, our faculty and our students have generated some of the largest breakthroughs in our field since our founding in 1957. The deep interplay between application, computation, and theory is the cornerstone of our community, as well as the backbone of data science.

We are also very proud of our long track record of producing graduates who become builders and leaders of many areas of scientific and human endeavor.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law.",2018-09-27,2018-12-15
ASA,UC Berkeley: Capstone Lecturer,"University of California, Berkeley, Statistics Department",https://jobs.amstat.org/jobs/11522663/uc-berkeley-capstone-lecturer,"Capstone Lecturer: Department of Statistics University of California, Berkeley   The Department of Statistics at UC Berkeley invites applications for a pool of qualified temporary instructors to teach the capstone course in the Berkeley Statistics Masters Program should an opening arise. This position is 33% time. Screening of applicants is ongoing and will continue as needed. The number of positions varies from semester to semester, depending upon the needs of the Department.   Teaching Responsibilities: We are seeking outstanding lecturers who can teach STAT 222 Masters of Statistics Capstone Project (see http://guide.berkeley.edu/courses/stat/ for the course description):   General Duties: Teaching responsibilities include advising teams of students working on substantial data analysis projects, including written, poster, and oral presentations. Additionally, general duties include holding office hours, curating real-world data for cases, teaching advanced statistical methods, grading papers, posters, and presentations, assignments, and supervising teaching assistants. Other duties may be assigned by the Chair as necessary.   Minimum Qualifications:  Advanced degree or enrolled in an advanced degree program   Additional qualification: PhD (or equivalent international degree).   Preferred Qualifications: PhD in Statistics, Applied Mathematics, or related field. Documented experience in teaching Statistics or a related field at the college level. A minimum of 5 years of work experience in industry, government, research laboratory, or equivalent using statistical methods to analyze data.   Salary: Salary commensurate with experience. Some credit given to prior college-level teaching experience (not including graduate student or summer session teaching).   The Department of Statistics is interested in candidates who will contribute to diversity and equal opportunity in higher education through their teaching or research.   To apply, please go to the following link: https://aprecruit.berkeley.edu/apply/JPF01900   Applicants should provide the following required documents for a complete application: Curriculum vitae: Your most recent updated C.V. Statement of Teaching Philosophy Teaching documentation: Teaching statement and/or student evaluations 2-3 Letters of Recommendation Cover Letter Copy of Transcript (optional) Statement of Contributions to Diversity: Statement addressing past and/or potential contributions to diversity through teaching.   Letter writers will receive a URL from the online system through which to upload their letters. It is the responsibility of the applicant to make sure that letters of reference are requested and submitted online. All letters will be treated as confidential per University of California policy and California state law. Please refer potential referees, including when letters are provided via a third party (i.e., dossier service or career center), to the UC Berkeley statement of confidentiality http://apo.berkeley.edu/evalltr.html prior to submitting their letters.   The posting will remain open until November 12, 2018 to accommodate departmental needs. The pool will close on November 12, 2018.  If you wish to remain in the pool after that time, you will need to submit a new application.   Email questions to recruit@stat.berkeley.edu   The University of California is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or protected veteran status. For the complete University of California nondiscrimination and affirmative action policy see: http://policy.ucop.edu/doc/4000376/NondiscrimAffirmAct. Statistics at UC Berkeley: We are a community engaged in research and education in probability and statistics. In addition to developing fundamental theory and methodology, we are actively involved in statistical problems that arise in such diverse fields as molecular biology, geophysics, astronomy, AIDS research, neurophysiology, sociology, political science, education, demography, and the U.S. Census. We have forged strong interdisciplinary links with other departments and areas of study, particularly biostatistics, mathematics, computer science, and biology, and actively seek to recruit graduate students and faculty who can help to build and maintain such links. We also offer a statistical consulting service each semester.",2018-09-27,2018-11-12
ASA,"Lecturer, Teaching, Clinical or Visiting Assistant, Associate and Full Professors - EXTENDED","University of Illinois at Urbana-Champaign, Department of Statistics",https://jobs.amstat.org/jobs/11518925/lecturer-teaching-clinical-or-visiting-assistant-associate-and-full-professors-extended,"Lecturer, Teaching, Clinical or Visiting Assistant, Associate and Full Professors Department of Statistics University of Illinois at Urbana-Champaign Search Extended   The Department of Statistics invites applications for lecturer, teaching, clinical and visiting assistant/associate/full professor positions in Statistics and Data Science (up to 100% for 9 months). Lecturer, teaching and clinical professorial positions are continuing specialized faculty appointments renewable subject to performance and funding. Visiting positions can be renewed up to 3 years subject to performance & funding. Adjunct teaching/clinical/visiting positions are possible for appointments below 50%. Some areas of emphasis include statistical methods for data science, statistical machine learning, computational statistics, biostatistics and informatics. All areas of statistics and data science are welcome.  All applicants must have a PhD in statistics, biostatistics, computer science, data science, engineering or related field at time of appointment and the ability to teach effectively at the undergraduate and graduate (master’s) level. Applicants for teaching, clinical, and visiting faculty positions must demonstrate a commitment to applied or pedagogical research, excellent teaching and professional development of students and professional experience commensurate with the rank being sought. Successful candidates are expected to establish and maintain an active and independent research program appropriate to their faculty appointment, and to provide service to the department, the university and the profession. The anticipated starting date is either January 1, 2019 or August 16, 2019. Salary is competitive.  Application procedures: To apply, please create your candidate profile at http://jobs.illinois.edu and upload your required documents, including cover letter, curriculum vitae, teaching statement, course evaluations (optional), and the names and email addresses (phone numbers are optional) of three professional references. Referees will be contacted electronically within 1-2 business days after submission of the application. Teaching, Clinical, and Visiting Faculty applicants must also upload a research statement and up to three sample research papers. To ensure full consideration, applications must be submitted by December 1, 2018. In your cover letter please state which rank you wish to be considered for. Interviews may take place and offers may be made before the closing date, but all applications received by the closing date will receive full consideration for an open position. For further information, contact us at stat-search@illinois.edu or 217-333-2167.   The University of Illinois conducts criminal background checks on all job candidates upon acceptance of a contingent offer. The University of Illinois is an Equal Opportunity, Affirmative Action employer. Minorities, women, veterans and individuals with disabilities are encouraged to apply. For more information, visit http://go.illinois.edu/EEO. To learn more about the University’s commitment to diversity, please visit http://www.inclusiveillinois.illinois.edu  
								
								 
						
							
								Internal Number: F1800081 We offer the BS, MS and PhD degrees in Statistics as well as the BS in Statistics and Computer Science. With a faculty known for leadership in research and excellence in teaching, our programs provide students with a solid foundation and in-depth exposure to advanced statistical methodology, computational statistics, and multidisciplinary applications. The University of Illinois at Urbana-Champaign, a premier public university, provides a superb environment for learning and growth. We encourage you to explore all that the Department and the University have to offer!",2018-09-26,2019-01-01
ASA,Tenure-Track Assistant Professor Position in Biostatistics,University of North Texas,https://jobs.amstat.org/jobs/11518836/tenure-track-assistant-professor-position-in-biostatistics,"Department of Mathematics, Department of Biological Sciences, University of North Texas Tenure-track assistant professor position The Department of Mathematics and the Department of Biological Sciences at the University of North Texas invite applications for a joint tenure-track assistant professor position in biostatistics, statistics, or a closely related field.  The appointment is expected to begin in Fall 2019. The responsibilities of the position are to pursue research and teach undergraduate and graduate courses, including biostatistics.  The successful candidate will have a Ph.D. at the time of appointment.  Preference will be given to applicants with Postdoctoral training Undergraduate and/or graduate level teaching experience A strong interest in interdisciplinary research With about 38,000 students, UNT is the largest university in Dallas-Fort Worth and the 33rd largest in the nation.  We offer 101 bachelor’s degrees, 82 master's degrees, and 38 doctoral degrees, many nationally and internationally recognized.  UNT is a student-focused public research university and is the flagship of the UNT System.  The Department of Mathematics has 34 faculty members and about 60 graduate students, and the Department of Biological Sciences has 50 faculty members and about 200 graduate students.  Both departments offer degrees through the Ph.D.  Further information may be found at http://www.math.unt.edu and https://biology.unt.edu. Applicants must apply online at http://facultyjobs.unt.edu: the posting identification number is 6002005. The application must include a cover letter, a current vita, unofficial transcripts (official transcripts are required upon hire), a research statement, a teaching statement, and three letters of recommendation. The letters must be uploaded to www.mathjobs.org by their authors.  Inquiries regarding the position, but not the application materials, may be directed to Dr. Rajeev Azad, Search Committee Chair, at Rajeev.Azad@unt.edu. Review of applications begins September 15, 2018.  Applications will be reviewed weekly thereafter until the search is closed.   The University of North Texas System and its component institutions are committed to equal opportunity and comply with all applicable federal and state laws regarding nondiscrimination and affirmative action.  The University of North Texas System and its component institutions do not discriminate on the basis of race, color, sex, sexual orientation, gender identity, gender expression, religion, national origin, age, disability, genetic information, or veteran status in its application and admission processes, educational programs and activities, and employment practices.   
								
								The successful candidate will have a Ph.D. at the time of appointment.  Preference will be given to applicants with Postdoctoral training Undergraduate and/or graduate level teaching experience A strong interest in interdisciplinary research With about 38,000 students, UNT is the largest university in Dallas-Fort Worth and the 33rd largest in the nation.  We offer 101 bachelor’s degrees, 82 master's degrees, and 38 doctoral degrees, many nationally and internationally recognized.  UNT is a student-focused public research university and is the flagship of the UNT System.",2018-09-26,2018-09-15
ASA,Assistant Professor of Statistics /  Data Science,UNIVERSITY OF NEW HAMPSHIRE,https://jobs.amstat.org/jobs/11518668/assistant-professor-of-statistics-data-science,"The Department of Mathematics and Statistics invites applications for a tenure-track faculty position in statistics / data science / applied mathematics at the assistant professor level, starting in the fall semester of 2019. The department offers undergraduate and graduate programs in statistics, applied mathematics, mathematics education, and pure mathematics. The department is housed in the College of Engineering and Physical Sciences. The college has a thriving statistics program and a new interdisciplinary B.S. degree in analytics and data science, with faculty from statistics, applied mathematics, and computer science. In addition, the college is currently developing M.S. and Ph.D. programs in data science. Qualifications: The successful candidate will have an earned doctorate in statistics or a closely related discipline. We seek applicants who have demonstrated the ability to teach a variety of statistics courses, in particular applied and computational statistics and/or data science related courses. Preference will be given to applicants with significant research experience closely related to emerging areas of data science, such as large data analysis, high-dimensional statistical modeling, predictive learning, numerical and computational methods, statistical and computational genomics. Applicants are expected to be committed to interdisciplinary research in the general area of data science and to have a strong computational component in their research. It is expected that the new hire will contribute substantially to the college's effort in data science program development and seek collaborations with members of the emerging community of data science faculty members from statistics, applied mathematics, computer science and analytics. Responsibilities: The responsibilities of the position include (1) teaching undergraduate and graduate statistics courses for majors and non-majors (2) developing new courses in the intersection of statistics and data science or related areas (3) advising undergraduate and graduate students, (4) developing a successful research program that includes collaborative work with colleagues and graduate students and active pursuit of external funding to support research activities, and (5) providing service to the department, college, university and profession. The University of New Hampshire (UNH) is a major research institution, providing comprehensive, high-quality undergraduate programs and graduate programs of distinction. The University actively promotes a dynamic learning environment in which qualified individuals of differing perspectives, life experiences, and cultural backgrounds pursue academic goals with mutual respect and shared inquiry. UNH is the primary university of the University System of New Hampshire. It has approximately 16000 students and is situated in the beautiful seacoast area of southern New Hampshire, in close proximity to the ocean and the White Mountains, and only 60 miles from Boston with convenient bus and train service. UNH is an Equal Opportunity / Equal Access / Affirmative Action institution. The University seeks excellence through diversity among its administrators, faculty, staff, and students. The university prohibits discrimination on the basis of race, color, religion, sex, age, national origin, sexual orientation, gender identity or expression, disability, veteran status, or marital status. Application by members of all underrepresented groups is encouraged. Applications should be submitted through http://jobs.usnh.edu/postings/30856 and should include a cover letter, a resume/vita, a research statement, a teaching statement, and three professional letters of references, at least one of which addresses teaching experience. Reference letters must be submitted directly by the referees. Review of applications will begin immediately and will continue until the position is filled.   PI104522382 ",2018-09-26,NA
